x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	ymin	ymax
4.43	9.19	12.02	13.25	15.45	21.21	25.8	29.47	29.68	30.7	3580.78	3058.82	2588.4	2361.4	1937.08	855.314	222.264	3.88297	1.42268	6.97433	0	3658.67
18.16	19.07	22.11	22.32	22.9	23.65	23.85	24.15	27.91	28.11	3907.46	3910.81	3877.34	3873.43	3862.16	3847.05	3843.01	3837.01	3789.37	3789.39	3789.33	3910.83
14.21	14.62	17.87	19.28	20.54	21.99	22.36	23.34	23.47	24.05	2134.53	2136.83	2108.31	2081.2	2056.06	2031.47	2026.63	2017.86	2017.21	2016.01	2016	2137.5
2.65	6.56	12.39	16.47	18.95	22.99	25.35	25.79	29.16	29.9	3281.05	3037.56	2203.19	1469.94	1031.34	421.427	169.811	134.247	6.51363	17.3447	6.16667	3286.67
2.21	2.55	2.72	2.8	4.79	5.1	7.07	7.83	8.87	9.55	66.5154	65.6634	64.9767	64.5973	46.6615	42.962	20.1408	13.7573	9.55842	10.6142	9.5	66.6667
1.09	1.48	2.22	4.15	4.19	5.22	5.46	5.98	7.2	8.5	63.8052	63.0638	59.2292	39.5232	39.0376	26.5544	23.7849	18.2006	8.736	7.58333	6.66667	63.8333
13	14.53	15.37	16.03	16.65	20.45	21.09	21.71	23.59	23.92	1746.33	1733.48	1717.07	1700.52	1682.61	1551.15	1530.14	1511.41	1469.33	1464.91	1458.33	1746.33
19.29	20.06	20.24	20.47	21.15	21.96	22.13	23.63	27.16	27.54	3730.01	3726.24	3724.82	3722.75	3715.16	3703.93	3701.37	3677.67	3645.1	3646.22	3645	3730.33
4.18	4.35	5.49	5.67	5.75	6.42	6.89	7.04	7.24	7.55	65.8105	66.1526	66.4658	66.318	66.2448	65.6047	65.345	65.335	65.3955	65.6913	65.3333	66.6667
4.24	14.52	16.48	17	18.06	18.79	20.2	20.86	21	22.76	819.111	341.409	208.266	176.167	116.896	81.8928	30.9293	15.8861	13.5	10.3893	5.33333	824.167
10.39	11.16	12.67	12.7	13.33	14.23	16.68	17.05	17.22	17.43	805.475	806.591	799.852	799.634	794.596	786.601	770.963	770.674	770.815	771.248	770.667	806.667
25.36	25.77	25.89	26.38	27.11	27.4	27.77	28.4	29.4	29.67	6871.96	6872.58	6872.65	6872.47	6871.27	6870.64	6869.82	6868.63	6868.43	6868.94	6868.17	6872.67
3.01	3.69	3.91	4.43	4.64	5.02	8.16	8.52	9.37	11.57	73.5796	76.9871	77.3047	76.7127	75.9871	74.0457	40.7608	36.6087	28.0222	21.3655	20.1667	77.3333
17.2	17.43	17.6	17.65	18.6	18.75	19.14	19.59	19.81	19.82	2105.51	2105.78	2105.9	2105.92	2105.89	2105.86	2105.84	2106.08	2106.34	2106.35	2105.83	2106
3.58	4.3	4.47	5.55	6.07	6.75	6.85	7.49	7.73	7.78	76.6912	77.0273	76.5948	70.1659	65.2928	57.7969	56.621	48.8725	45.9366	45.3273	20.1667	77.3333
1.2	3.72	4.64	5.07	7.44	10.09	14.42	19.04	24.23	28.49	2926.18	2897.9	2850.2	2821.79	2603.61	2260.33	1567.95	809.22	172.24	8.49385	5.33333	2934.67
5.05	5.25	5.53	9.06	9.45	10.79	10.95	13.92	14.44	14.75	212.104	213.609	215.082	188.096	182.078	160.858	158.419	130.692	131.469	133.057	130.667	216
3.98	6.08	6.3	6.72	8.42	8.51	11.27	11.72	12.26	12.9	85.3317	71.0274	68.229	62.4476	35.9714	34.5509	2.00193	0.306283	0.276259	3.483	0	85.3333
2.57	3	4.03	4.39	6.7	6.94	7.57	7.84	9.08	9.62	87.4288	85	74.9715	70.3689	34.9143	31.2369	22.17	18.6365	6.45937	3.89264	3.33333	88.6667
1.24	2.3	3.76	4.62	6.49	6.61	6.94	7.47	7.72	9.44	127.921	130.271	118.545	105.772	70.1192	67.6896	61.0351	50.5784	45.8169	18.8524	9.16667	130.667
12	12.72	12.81	14.23	14.35	20.2	20.79	21.54	23.94	25.63	1284	1271.65	1269.71	1228.87	1224.64	957.749	932.529	903.327	840.802	836.195	833.333	1290.67
3.69	5.67	5.77	7.39	7.51	7.91	8.53	9.01	10.66	12.91	171.729	144.7	142.72	105.841	102.877	92.9164	77.4663	65.7601	30.4404	7.37359	7.33333	174
8.08	9.75	10.15	10.85	11.39	11.85	12.2	12.97	13.11	13.89	483.201	484.453	482.539	477.843	473.414	469.349	466.203	459.574	458.466	453.24	450	486
12.63	12.92	13.15	14.47	14.51	14.73	16.53	16.88	16.96	17.74	1154.47	1154.82	1154.78	1150.49	1150.28	1149.08	1138.34	1136.67	1136.33	1134.16	1134	1154.83
7.49	8.1	8.17	8.22	8.56	8.9	9.74	10.8	10.9	11.63	211.892	210.357	210.129	209.962	208.732	207.4	204.175	201.744	201.686	202.544	201.667	212.333
3.61	6.36	8.76	9.65	10.97	11.52	12.51	13.43	13.65	19.82	1141.87	1094.8	964.036	900.19	794.684	747.858	660.774	578.067	558.214	85.5153	0.166667	1143.33
10.33	10.5	11.07	11.54	12.41	13.39	13.93	15.25	15.85	15.86	684.669	685.125	685.657	685.136	682.625	678.793	676.881	675.13	676.65	676.691	675	685.667
6.03	6.39	6.55	6.66	6.83	6.96	7.64	8.06	10.42	10.7	186.118	187.2	187.499	187.647	187.788	187.831	187.306	186.545	183.623	184.183	183.333	187.833
13.54	14.36	14.86	18.19	20.58	21.6	22.55	24.02	26.58	26.78	1365.52	1333.99	1311.64	1122	970.528	909.792	858.046	791.222	730.387	729.384	729	1411.67
2.15	3.67	3.7	4.7	4.85	6.06	6.7	8.21	9.59	10.38	126.044	127.58	127.409	118.133	116.209	96.9147	84.7793	54.4918	29.4706	18.3926	8	129.5
9.19	10.29	10.45	11.04	12.03	12.04	12.13	12.83	14.59	15.79	631.188	633.089	632.756	630.463	623.759	623.678	622.944	616.862	602.363	597.463	597.333	633.333
9.33	9.45	11.36	11.37	11.78	13.09	14	14.28	15.49	16.31	631.886	632.37	628.623	628.56	625.708	614.524	606.667	604.512	598.069	597.632	597.333	633.333
12.29	12.37	12.76	13.5	14.98	15.97	16.42	17.26	18.14	20.44	1151.67	1151.47	1149.84	1144.12	1125.3	1109.81	1102.64	1089.84	1078.36	1067.47	1066.67	1152
5.44	6.42	8.36	8.36	10.14	11.62	12.04	12.69	15.58	15.75	250.373	251.143	228.533	228.533	189.955	153.246	143.042	128.026	86.1906	85.6406	85.3333	252
24.49	24.83	24.84	24.85	24.98	25.2	25.55	25.89	26.1	26.86	5520.66	5520.82	5520.82	5520.82	5520.83	5520.82	5520.74	5520.67	5520.67	5521.25	5520.67	5520.83
4.18	4.18	4.29	5.7	5.73	9.06	9.22	11.2	12.8	15.26	397.266	397.266	393.435	337.311	335.998	177.124	169.492	82.7893	30.3307	0.479059	0	457.333
12.26	12.27	13.09	15.24	16.76	17.73	18.21	18.47	18.59	19.97	1237.56	1237.6	1239.31	1228.03	1214.64	1207.49	1205.04	1204.13	1203.81	1206.46	1203.33	1239.33
21.15	21.48	21.5	21.64	21.91	22.2	22.47	22.52	23.44	23.91	3790.77	3791.15	3791.17	3791.25	3791.33	3791.32	3791.26	3791.25	3791.29	3791.83	3791.17	3791.33
23.16	23.4	23.89	23.94	24.21	24.28	24.76	24.83	25.65	26	4895.45	4895.75	4895.99	4896	4895.98	4895.97	4895.86	4895.85	4896.14	4896.67	4895.83	4896
7.13	8.24	8.36	8.76	9.37	9.82	9.95	10.58	10.77	10.97	233.69	234.614	234.553	234.235	233.647	233.364	233.336	233.735	234.078	234.578	233.333	234.667
3.09	3.1	3.37	3.65	3.95	5.04	5.17	5.48	5.67	5.97	28.6681	28.6853	29.0515	29.2578	29.332	29.1675	29.1828	29.3187	29.4914	29.9413	29.1667	29.3333
9.56	11.09	13.27	16.73	17.47	19.51	20.01	21.94	24.67	26.88	1093.17	1013.72	858.525	557.497	491.012	315.688	275.887	140.953	22.687	14.2506	6.66667	1149.83
6.05	6.19	6.3	6.63	6.65	6.68	6.95	8.39	10.02	10.18	186.194	186.672	186.984	187.611	187.635	187.669	187.83	185.83	183.334	183.384	183.333	187.833
25.37	25.55	25.65	26.69	26.73	26.93	29.47	29.74	30.09	30.67	7209.79	7210.23	7210.41	7209.82	7209.73	7209.2	7200.51	7200.13	7200.02	7201	7200	7210.67
25.81	26.03	26.69	26.84	27.01	27.27	27.8	29.69	30.14	30.55	7210.59	7210.66	7209.82	7209.45	7208.97	7208.12	7206.13	7200.18	7200.04	7200.66	7200	7210.67
4.35	4.72	6.02	6.17	6.23	8.22	8.25	9.43	9.77	9.82	90.7301	91.5025	89.9396	89.4627	89.2612	82.0586	81.9844	81.3963	82.338	82.5286	81	91.6667
13.82	15.68	17.38	18.22	20.52	20.63	20.81	20.9	21.43	21.48	1016.38	973.322	931.709	913.48	883.115	882.668	882.178	882.05	882.951	883.189	882	1048.67
12.02	12.54	12.59	13.35	13.65	13.97	14.05	14.22	14.54	14.76	816.039	816.695	816.726	816.786	816.714	816.667	816.668	816.694	816.865	817.102	816.667	816.833
2.11	2.19	2.95	6.36	7.01	7.79	12.97	13.01	14.21	14.92	368.588	368.434	363.086	272.732	247.433	215.462	26.4974	25.6138	6.3923	2.54143	2.5	368.667
9.62	10.26	11.43	11.69	13.21	14.53	15.56	15.65	16.14	16.2	478.962	468.976	445.293	439.334	402.086	370.277	348.926	347.287	339.153	338.256	324	490.667
7.01	11.79	13.02	14.07	15.75	23.7	24.04	24.92	25.62	26.86	967.522	865.536	792.032	719.612	591.266	48.221	36.7312	14.7444	5.94798	11.5351	4.66667	976.667
18.54	18.81	18.84	19.01	19.46	20.19	21.13	22.06	23.44	23.53	3007.88	3008.26	3008.28	3008.33	3007.94	3006.06	3002.48	2999.16	2998.08	2998.28	2997.67	3008.33
9.24	9.83	9.95	10.76	15.12	15.22	15.23	16.1	17.45	18.87	359.983	347.339	344.527	323.796	199.657	197.345	197.116	179.569	163.608	166.382	162	383.833
4.01	4.34	4.61	5.99	6.36	7.46	7.63	7.67	7.91	7.93	65.3631	66.1352	66.4948	66.01	65.6556	65.5774	65.8136	65.8825	66.4126	66.4664	65.3333	66.6667
3.56	4.16	7.47	9.71	13.36	13.86	14.76	19.79	24.52	27.31	2608.88	2611.01	2474.75	2265.84	1789.56	1715.62	1579.37	807.058	228.075	41.259	7.16667	2611.33
4.33	7.85	9.65	12.52	16.38	18.64	20.33	22.62	24.65	24.84	3521.4	3114.56	2832.56	2316	1565.4	1137.64	840.793	488.964	243.144	223.948	5.66667	3664.33
12.31	15.71	17.33	17.59	18.16	18.94	19.16	19.23	19.28	19.43	1079.67	1048.85	1031.04	1028.86	1025.11	1022.85	1022.92	1023.02	1023.12	1023.51	1022.83	1080
15.12	16.76	16.86	17.58	20.54	23.34	23.65	24.04	24.54	25.6	2083.61	2051.97	2049.39	2029.06	1927.28	1838.85	1831.48	1823.21	1814.42	1803.61	1802.67	2090.67
9.52	9.73	12.73	12.93	13.02	13.94	15.6	17.97	18.19	20.26	832.144	832.962	802.851	798.793	796.913	776.103	735.072	684.483	681.071	667.011	666.667	833.333
5.11	5.4	5.95	6.32	12.87	13.57	16.56	19.34	23.77	24.32	1333.84	1338.33	1341.97	1340.99	978.112	913.55	619.392	353.753	54.6991	35.3101	8.66667	1342
3.61	3.63	3.8	10.11	10.31	10.43	11.42	11.44	14.09	15.11	570.173	570.29	571.031	367.376	356.459	349.862	294.583	293.458	150.187	102.703	8.83333	571.333
9.36	11.44	12.01	12.2	14.52	15.29	17.74	21.04	22.24	23.25	668.708	601.567	575.52	566.243	434.973	386.654	231.729	61.448	22.9635	4.35938	0	682.667
26.84	27.89	28.1	28.13	29.19	29.22	29.67	29.67	30.41	30.61	7654.46	7653.55	7653.13	7653.07	7650.81	7650.75	7650.15	7650.15	7650.28	7650.63	7650	7654.5
14.55	16.72	21.62	21.9	22	23.5	24.38	27.46	28.97	30.47	2480.3	2430.19	2165.64	2147.73	2141.33	2046.46	1993.51	1846.15	1808.12	1801.8	1800	2482.67
13.32	14.75	16.66	17.77	22.11	24.65	26.15	26.95	28.14	29.57	2381.09	2380.59	2337.87	2295.93	2069.18	1936.65	1875.37	1850.81	1827.5	1824.67	1822.17	2384.67
4.02	5.74	11.06	11.75	14.16	14.94	17.41	19.21	19.66	20.04	2017.81	2023	1681.03	1607.71	1320.44	1220.29	895.154	663.487	607.858	561.872	1.33333	2029.17
9.38	9.63	9.77	9.81	10.29	10.7	10.98	11.51	13.69	13.69	482.677	483.111	483.25	483.277	483.215	482.713	482.206	481.061	479.657	479.657	478.833	483.333
6.59	7.65	8.02	8.22	8.26	8.79	9.85	9.93	10.7	10.88	161.198	156.691	154.546	153.326	153.079	149.779	143.966	143.621	141.383	141.202	141.167	162
13.46	13.85	14.69	14.95	16.89	17.13	18.64	20.13	21.07	21.32	1599.59	1600.59	1599.11	1597.79	1579.48	1576.6	1558.61	1545.93	1543.52	1543.87	1543.5	1600.67
7.32	9.71	10.44	10.96	11.07	11.2	11.56	13.91	17.84	24.56	974.423	915.871	882.4	854.899	848.722	841.269	819.797	655.58	342.37	5.04734	3.33333	975.333
16.04	17.54	17.62	18.27	18.89	19.24	19.6	19.75	24.86	28.55	2580.84	2551.03	2548.88	2529.65	2508.76	2496.05	2482.41	2476.57	2275.1	2223.36	2221.33	2587.5
13.51	13.76	13.92	14.32	14.68	15.25	15.47	17.94	19.06	19.1	1404.03	1404.52	1404.65	1404.42	1403.62	1401.41	1400.32	1386.25	1383.84	1383.86	1383.83	1404.67
4.05	5.26	7.8	9.17	9.43	11.07	17.36	18.47	19.25	19.62	684.161	691.132	636.264	576.726	563.647	471.457	98.9206	54.8091	31.7135	23.3592	9	691.667
16.18	16.19	17.13	18.03	18.64	19.2	19.45	19.66	21.1	21.32	2005.25	2005.25	2002.62	1997.82	1994.04	1990.66	1989.26	1988.19	1984.53	1984.77	1984.5	2005.33
15.15	16.04	17	17.11	17.27	17.4	18.19	18.9	19.1	19.79	1748.04	1749.33	1748.17	1747.94	1747.6	1747.31	1745.64	1744.85	1744.85	1745.93	1744.83	1749.33
3.32	4.56	5.11	5.89	9.22	15.15	16.72	20.21	21.7	22.82	1326.01	1282.72	1255.97	1210.97	946.838	371.419	239.051	39.4626	10.2243	16.2411	9.33333	1342.67
11.2	11.69	12.72	14.61	17.32	19.65	19.66	20.01	22.88	23.06	1507.67	1511.37	1508.75	1473.65	1378.22	1280.84	1280.43	1266.27	1171.87	1167.86	1145.83	1512
2.84	3.84	4.05	7.19	7.96	9.59	9.72	10.81	11.41	11.48	94.8962	92.3752	90.9759	49.2956	37.2682	16.6847	15.5212	9.80878	10.362	10.6251	9.66667	95
13.2	16.83	17.95	18.08	20.24	21.33	23.04	23.43	23.55	23.67	1360.66	1277.25	1243.5	1239.6	1181.06	1159.95	1146.18	1147.21	1147.89	1148.74	1146.17	1368
11.06	11.11	11.42	11.46	12.4	12.77	12.88	13.04	13.23	13.79	790.398	790.577	791.43	791.51	791.781	791.263	791.066	790.753	790.351	789.106	787.5	792
6.25	7.54	10.09	13.4	13.58	13.98	14.39	15.54	15.97	16.71	332.161	333.574	301.701	237.895	234.963	228.948	223.607	214.253	213.337	215.721	213.333	334.833
5.04	5.33	5.4	6.38	6.86	6.95	7.08	7.37	7.75	8.8	106.783	107.451	107.568	107.874	107.472	107.383	107.254	106.98	106.724	107.477	106.667	108
4.16	4.94	5.37	5.53	10.52	11.74	12.69	14.28	15.7	16.27	225.088	229.147	228.431	227.671	117.645	81.3755	55.5037	21.9084	7.81933	7.74084	7.33333	229.167
6.29	6.55	10.1	13.18	15.38	15.78	18.6	20.82	21.35	25.44	1777.08	1774.73	1616.06	1334.31	1085.27	1037.68	698.432	447.028	391.754	69.8305	3.33333	1778
20	21.03	21.07	21.19	21.68	21.97	22.68	23.93	24.42	24.61	3466.67	3464.91	3464.79	3464.4	3462.6	3461.45	3458.72	3456.01	3456.38	3456.82	3456	3466.67
22.92	23.44	24.01	24.17	24.26	25.56	26.34	26.84	27.2	27.68	5113.65	5113.31	5111.97	5111.46	5111.16	5106.15	5103.78	5103.05	5103.08	5104.03	5103	5113.67
12.23	12.27	12.74	12.99	13.05	13.16	14.04	14.13	14.83	14.83	816.385	816.437	816.794	816.833	816.832	816.822	816.667	816.676	817.202	817.202	816.667	816.833
2.77	3.05	7.48	7.48	7.69	8.16	11.43	12.16	15.38	16.16	690.573	690.98	560.409	560.409	549.418	523.791	322.173	275.947	97.3559	65.2227	8.33333	691
18.47	18.87	19.04	23.71	25.33	25.35	25.72	26.43	27.1	27.99	3072.92	3067.36	3064.69	2958.25	2928.39	2928.12	2923.49	2917.56	2916.05	2921.22	2916	3082.67
5.47	7.77	8.09	10.4	10.74	12.32	15.31	15.57	15.82	16.79	227.986	194.05	186.487	121.275	110.995	65.2045	9.84238	8.32378	7.50959	10.9302	7.33333	229.167
10.11	10.82	11.52	11.54	13.21	13.25	13.4	13.51	14.36	14.41	623.744	625.116	624.808	624.782	621.438	621.37	621.135	620.988	620.877	620.942	620.667	625.167
11.31	16.39	17.98	19.74	21.12	22.12	23.96	24.43	25.44	25.6	1243.19	833.609	676	501.756	372.124	285.312	148.57	119.616	67.2769	60.3253	7.33333	1340.67
6.39	11.97	12.62	14.57	14.9	17.22	17.44	24.14	28.26	29.6	2023.48	1784.69	1723.78	1513.43	1474.46	1182.5	1153.7	327.829	33.0614	1.81867	0	2027.83
19.4	19.77	22.42	23.26	24.03	25.93	27.28	28.18	29.07	30.91	4270.97	4268.72	4220.84	4197.79	4175.1	4118.63	4083.98	4066.21	4054.49	4054.81	4050	4271.83
11.13	11.73	12.48	12.71	12.97	13.53	13.66	15.22	16.2	16.79	862.267	863.848	863.576	863.111	862.422	860.512	860.014	854.392	853.416	854.746	853.333	864
15.08	15.13	15.19	16.21	16.27	16.32	17.03	17.09	17.92	19.66	1747.8	1747.98	1748.17	1749.27	1749.23	1749.19	1748.11	1747.98	1746.16	1745.58	1744.83	1749.33
0.1	0.83	0.88	1.83	3.34	3.55	4.65	5.44	5.75	5.98	10.4703	12.2739	12.304	11.1461	5.6531	4.85546	1.89738	2.08226	2.93229	3.9012	1.66667	12.3333
6.84	7.4	7.59	8.54	8.88	9.47	10.04	10.7	12.65	12.88	178.081	175.035	173.756	166.108	163.079	157.805	153.015	148.338	145.359	146.55	144	180
11.24	12.41	16.14	16.53	18.79	19.94	20.54	22.55	22.81	23.02	1169.33	1158.67	1056.41	1042.55	963.138	928.297	913.014	882.851	881.881	881.669	881.667	1169.67
1.09	1.53	1.56	2.26	3.33	3.6	4.75	4.82	5.83	6.65	8.75928	10.1903	10.2511	10.5373	7.91308	6.912	2.47396	2.23712	0.0561623	0.936542	0	10.6667
5.66	6.4	8.52	9.89	13.34	13.99	14.14	18.97	19.42	22.15	820.56	808.421	733.386	659.891	426.309	379.387	368.597	74.0983	56.1882	5.52571	5.33333	824.167
17.39	18.25	19.83	20.55	20.66	20.68	21.11	22.61	23.21	24.15	2914.81	2915.82	2908	2902.02	2901.05	2900.87	2897.01	2884.9	2881.71	2880.07	2880	2916
8.92	10.24	10.34	11.34	13.86	14.32	15.72	18.12	19.07	21.6	581.425	557.799	555.346	526.575	430.536	411.186	352.644	266.451	242.315	222.912	220.5	586.667
5.82	5.91	7.32	13.44	14.77	16.86	19.32	20.97	21.63	22.7	1516.56	1513.35	1445.8	894.051	747.822	521.775	283.505	154.546	112.323	57.3227	5.83333	1549.33
20.21	20.32	20.57	20.74	22.16	22.34	22.39	22.44	22.46	22.98	3307.02	3307.16	3307.38	3307.46	3307.35	3307.4	3307.43	3307.46	3307.47	3308.13	3307.33	3307.5
8.82	11.9	12.73	16.86	17.05	17.42	18.19	18.23	18.5	18.73	607.352	577.785	562.19	491.354	489.775	487.449	486.165	486.242	487.167	488.528	486	607.5
9.83	9.97	10.64	11.8	13.65	14.77	15.48	16.24	17.31	17.51	683.231	683.33	681.987	673.937	652.914	639.875	633.082	628.042	626.513	627.121	626.167	683.333
1.98	2.92	4.68	4.83	10.04	10.94	15.73	19.06	20.78	21.87	1342.66	1334.46	1277.26	1270.13	869.49	781.603	320.298	87.2986	23.6121	9.5016	9.33333	1342.67
8.89	9.92	10.27	19.47	21.19	22.41	24.87	24.89	25.31	25.36	1337.23	1250.5	1218.71	270.562	139.817	70.4771	6.01005	5.95994	6.85231	7.20969	5.83333	1549.33
2.6	7.51	11.54	12.51	12.83	14.68	14.82	16.93	18.94	19.54	824.119	683.187	413.193	343.454	320.775	197.047	188.411	77.1335	15.8203	8.43282	6.66667	825.5
8.26	9.26	10.24	10.5	13.27	13.33	15.48	16.24	16.51	18.22	522.301	514.602	498.816	493.5	418.703	416.891	354.442	335.722	329.788	304.021	300.833	522.667
10.13	10.46	11.32	14.7	15.46	16.26	16.7	20.48	21.93	23.89	618.18	604.368	563.908	364.191	315.592	265.027	237.838	49.1355	12.4175	10.2385	3.66667	686.333
3.66	5.89	10.75	11	11.62	12.34	13.55	16.57	17.54	21.45	1126.01	1026.53	646.63	624.167	568.254	503.471	396.943	164.957	107.423	9.45413	7.5	1150.67
22.26	22.29	22.73	23.6	23.9	24.67	25.83	26.92	27.15	27.4	5112.44	5112.54	5113.51	5113.02	5112.29	5109.64	5105.2	5103.01	5103.05	5103.34	5103	5113.67
18.14	18.17	20.99	22.76	23.7	26.08	26.32	26.48	26.63	26.63	3547.03	3547.23	3538.6	3518.07	3507.13	3492.69	3493.04	3493.51	3494.14	3494.14	3492.67	3549.83
6.71	7.35	8.16	10.91	12.65	15.13	15.22	15.57	15.85	15.96	231.851	226.619	216.364	164.97	133.025	112.577	112.721	114.024	115.956	116.942	112.5	234
4.17	5.06	5.55	9.64	10.93	11.96	12.91	13.7	15.41	16.12	375.147	368.427	360.958	228.373	174.109	131.602	95.0933	67.9727	24.2594	13.9731	9.16667	375.333
11.09	11.39	11.42	11.81	12.81	12.92	14.13	15.51	15.63	15.87	790.507	791.366	791.43	791.944	791.193	790.99	788.416	787.934	788.179	788.855	787.5	792
20.17	20.37	21.2	21.54	23.31	23.88	27.05	27.42	28.04	29.26	4848.05	4849.33	4850.84	4849.89	4833.76	4825.79	4778.41	4774.34	4769.06	4765.94	4765.67	4851
16.13	16.96	20.9	21.27	23.89	23.91	24.49	25.16	25.91	25.93	3078.66	3082.66	3026.39	3017.45	2954.33	2953.91	2942.23	2930.85	2921.51	2921.32	2916	3082.67
4.25	5.21	5.66	5.78	5.84	6.84	7.25	7.47	7.52	7.88	65.9635	66.6257	66.3269	66.2165	66.1586	65.3576	65.401	65.5888	65.6506	66.3349	65.3333	66.6667
5.48	5.92	8.76	11.89	12.16	12.75	14.7	15.19	15.38	16.03	250.601	251.968	220.92	146.652	140.187	126.703	93.051	88.4367	87.1759	85.3378	85.3333	252
15.69	16.12	16.75	17.3	18.7	18.78	19.99	20.64	20.95	21.73	2133.04	2133.29	2131.79	2129	2118.02	2117.31	2106.75	2102.04	2100.25	2097.55	2097.33	2133.33
2.08	2.53	3.38	3.68	4.03	4.07	4.14	4.35	5.51	5.68	16.894	17.7445	17.8739	17.6424	17.3033	17.2634	17.1942	16.9976	16.971	17.2339	16.6667	18
12.07	12.65	12.83	15.18	15.41	16.24	16.35	18.75	21.65	21.87	1404.61	1407.83	1408.22	1392.78	1389.77	1377.68	1375.98	1339.45	1324.78	1326.25	1323	1408.33
19.65	19.82	21.21	21.32	21.9	22.04	24.43	25.15	26.42	26.97	3728.73	3727.83	3714.39	3712.97	3704.82	3702.73	3665.76	3656.58	3646.28	3645	3645	3730.33
17.95	18.49	19.16	19.61	19.95	19.99	21.12	21.58	21.71	21.95	2591.99	2591.56	2589.83	2588.21	2586.87	2586.71	2582.65	2581.66	2581.49	2581.34	2581.33	2592
4.41	4.46	4.55	9.8	12.14	14.55	20.23	21.57	21.92	23.53	1141.76	1141.36	1140.52	888.791	693.652	477.373	65.9746	18.6185	10.8276	2.88484	0.166667	1143.33
9.06	9.47	9.49	9.84	10.16	10.55	12.4	13.64	13.93	14.9	445.491	444.982	444.939	443.934	442.656	440.735	429.701	424.975	424.679	426.935	424.667	445.5
7.73	8.5	9.4	9.83	9.93	10.48	10.71	10.94	11.09	11.68	266.551	266.333	264.641	263.686	263.476	262.525	262.285	262.172	262.179	262.965	262.167	266.667
17.2	17.21	17.68	18.39	18.82	19.6	20.32	20.84	21.32	23.77	2752.23	2752.28	2753.73	2753.64	2752.5	2748.97	2744.71	2741.47	2738.64	2734.8	2733.17	2754
14.06	14.26	14.79	14.95	15.69	15.81	15.83	16.05	16.66	16.73	1236.78	1237.09	1237.47	1237.5	1237.37	1237.35	1237.35	1237.33	1237.65	1237.73	1237.33	1237.5
9.02	9.19	10.13	11.49	13.72	15.71	18.54	20.72	20.92	21.61	927.257	929.22	933.233	921.115	867.463	799.765	703.356	654.465	651.912	646.226	645.333	933.333
5.38	5.84	5.85	6.05	8.71	9.32	9.39	9.66	10.25	12.83	78.5918	73.8674	73.7539	71.395	31.426	22.3133	21.3219	17.6314	10.4635	2.9462	0	85.3333
6.98	7.91	8.16	10.64	11.91	13.25	14.3	15.24	15.69	15.88	310.332	307.272	305.471	273.411	253.358	235.464	226.846	225.235	227.014	228.325	225	310.333
19.4	20.03	20.75	21.37	21.49	23.16	23.57	23.85	24.71	26.46	3549.29	3546.48	3540.9	3534.61	3533.28	3513.26	3508.55	3505.53	3497.78	3493.44	3492.67	3549.83
10.09	10.65	10.89	11.28	12.8	14	14	14.18	14.19	14.7	623.673	624.969	625.148	625.056	622.251	620.667	620.667	620.717	620.723	621.516	620.667	625.167
4.28	7.97	7.99	8.02	8.96	13.06	15.9	20.36	20.48	21.13	1336.36	1262.19	1261.18	1259.64	1205.55	866.566	585.243	190.33	181.856	138.782	8.33333	1341.67
5.43	6.33	7.04	8.43	9.53	10.72	10.87	14.51	20.4	20.95	810.926	785.404	758.145	689.501	623.766	544.642	534.241	275.401	11.488	8.52121	8.5	827.333
6.31	6.69	7.12	8.13	8.36	13.36	18.78	20.93	21.27	23.45	2022.25	2026.72	2027.67	2013.63	2007.4	1648.42	976.894	697.332	654.669	399.708	0	2027.83
13.46	14.13	14.3	20.65	22.01	23.79	24.46	24.66	25.52	27.7	1998.28	1990.74	1987.89	1710.15	1634.79	1545.39	1516.53	1508.58	1478.38	1438	1437.33	1999.83
3.07	3.08	3.56	3.63	4.29	4.56	4.67	5.2	5.35	5.41	28.6328	28.6506	29.2081	29.248	29.2994	29.2351	29.2091	29.1893	29.2422	29.2737	29.1667	29.3333
11.29	11.72	11.93	12.34	13.53	14.21	14.78	14.92	16.06	16.2	862.872	863.836	863.99	863.782	860.512	857.83	855.705	855.246	853.341	853.416	853.333	864
5.09	5.92	6.13	6.69	6.78	6.9	7.01	7.31	7.44	7.71	89.3348	89.9966	89.9923	89.8715	89.854	89.838	89.8334	89.8913	89.9585	90.2047	89.8333	90
4.65	5.67	6.36	6.42	7.93	8.97	9.15	9.6	9.81	10.7	103.846	103.145	100.381	100.08	91.089	85.6213	84.9349	83.712	83.4213	84.6727	83.3333	104.167
14.57	15.69	16.3	18.01	19.58	21.51	22.86	22.93	26.27	28.84	2586.27	2584.51	2577.25	2537.7	2483.18	2403.99	2347.8	2344.97	2239.06	2226.12	2221.33	2587.5
10.08	10.73	10.8	11.71	11.82	12.02	14.07	15.17	15.47	16.39	863.945	866.905	867.024	865.522	864.997	863.879	843.824	830.476	827.005	817.681	810	867.167
5.52	5.74	9.75	13.8	16.17	17.83	20.37	20.69	24.4	24.81	3038.8	3016.02	2473.55	1771.04	1340.78	1049	641.197	594.515	162.741	129.89	3.33333	3283.83
